step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
569,PAYMENT,161140,C925159146,88207,205788,M930598266,729055,735848,0,0
318,CASH_OUT,84623,C178198716,4507,78672,C450444259,144608,178270,0,0
457,PAYMENT,67294,C588999385,287555,45215,M131810311,283303,483121,0,0
364,PAYMENT,33898,C545002643,328206,265332,M780884334,142957,86569,0,1
237,TRANSFER,233983,C776205431,497784,157048,C393482659,466779,285154,1,0
483,CASH_OUT,37360,C718121922,158988,380079,C941328406,507704,417653,0,0
378,CASH_OUT,3781,C308773243,96160,314731,C583774585,95259,206604,1,0
693,PAYMENT,121218,C871318048,343862,444580,M626781451,89142,49757,1,0
189,TRANSFER,32183,C847704681,230739,350129,C344961731,235835,664399,0,0
116,TRANSFER,97593,C512293741,396963,50391,C482049366,679601,42771,0,0
147,PAYMENT,132986,C630833445,389821,14126,M693819730,667351,590296,0,1
386,PAYMENT,173184,C529123992,382984,173217,M503111666,86009,567848,0,0
135,CASH_OUT,250451,C361976301,157221,318926,C563693201,341653,64771,1,0
653,PAYMENT,260202,C258453521,132828,325341,M299434489,570986,418818,0,0
190,CASH_OUT,271587,C804436922,393348,260609,C829816799,375579,135183,1,0
161,CASH_OUT,287339,C838328947,84294,353857,C729078621,69634,211293,0,0
624,TRANSFER,137954,C105953697,72178,81214,C809391059,508410,145780,0,0
70,TRANSFER,234533,C906341966,299907,489080,C508099975,623295,379575,1,0
89,PAYMENT,126144,C926830795,39477,393813,M192013357,103845,439068,0,0
371,DEBIT,3214,C214447237,36558,488968,C929108437,70605,250495,0,0
54,DEBIT,276552,C935822550,400065,355706,C764233758,116196,290328,0,0
469,PAYMENT,24454,C556497252,465939,272654,M417161302,279837,456435,1,0
408,TRANSFER,298918,C334978881,194904,334259,C956905222,90629,407464,1,0
131,CASH_OUT,178026,C288856883,163030,96299,C364623437,150434,185770,1,0
63,TRANSFER,86255,C963406382,100931,334611,C865694462,167797,780226,0,0
132,DEBIT,20811,C847229579,9921,462574,C178927201,129909,30273,0,0
28,DEBIT,234490,C656152900,304393,325007,C188087644,676769,755584,0,0
318,DEBIT,232217,C598806645,178625,272409,C387732777,578528,694595,0,0
471,DEBIT,265139,C153921577,20460,78004,C265593497,43016,544162,0,0
359,PAYMENT,277748,C698509918,451127,358220,M508021882,197977,535539,0,0
232,PAYMENT,115258,C367574609,405325,226884,M864157523,651286,19629,0,0
23,CASH_OUT,34882,C230307805,220994,279773,C941695782,344785,707869,0,0
467,TRANSFER,99070,C590122159,319889,4791,C780645895,180685,279570,0,0
376,CASH_OUT,5599,C243171768,300406,62598,C265653546,424022,679520,0,0
331,PAYMENT,169124,C960514523,376440,446742,M894198823,717817,749130,0,0
306,PAYMENT,35462,C598906879,263503,1669,M518353415,214776,648513,0,1
242,DEBIT,196694,C816806128,316448,87081,C440030663,710373,748873,0,0
178,CASH_OUT,156018,C670298515,146965,345271,C487298927,460665,461110,1,0
129,PAYMENT,236936,C700141462,266167,14817,M214408183,183293,545255,0,0
576,DEBIT,150962,C739362057,226280,273949,C198269319,559836,487677,0,0
148,TRANSFER,78637,C440696084,213678,111198,C105578324,104405,771835,0,0
651,TRANSFER,115536,C910943524,397477,159262,C430999662,371698,145306,0,0
405,CASH_OUT,31205,C575209597,363435,194941,C577531502,14568,277721,0,0
571,DEBIT,294458,C757830420,295145,496586,C486458467,221437,658450,0,0
392,PAYMENT,238345,C975106572,301075,270086,M917489574,412942,498515,0,1
284,TRANSFER,130293,C872314530,241310,275550,C389659515,567843,403243,0,0
289,TRANSFER,53049,C642001424,346249,47800,C209770151,233127,700526,0,0
629,TRANSFER,186870,C558209399,352699,497769,C242278314,539457,546588,1,0
542,DEBIT,114078,C991816852,35135,255069,C193734690,45520,715720,0,0
497,PAYMENT,51667,C688273030,188704,9304,M301210399,614134,225683,0,0
9,PAYMENT,40249,C578796089,275375,53333,M562760731,300102,221746,0,0
302,TRANSFER,81368,C270894498,201002,355247,C581942228,330918,138966,0,0
104,TRANSFER,166453,C898493949,465636,374319,C698058121,428596,525400,1,0
113,PAYMENT,147978,C609677794,84981,329064,M695647539,206422,551614,0,0
567,DEBIT,146204,C583258726,471449,456791,C650229169,415000,601303,0,0
387,TRANSFER,80071,C378304807,69224,157029,C538134097,222785,603386,0,0
143,TRANSFER,274370,C907214179,286858,371877,C210909937,691310,621141,1,0
684,DEBIT,291051,C365471644,353572,316615,C128198506,527480,182235,0,1
248,TRANSFER,203560,C784683755,45783,463395,C196227496,51408,305169,0,0
99,CASH_OUT,28264,C397760792,167442,406489,C480012570,349924,742092,0,0
661,PAYMENT,159304,C922286180,318275,62112,M695088987,686874,328784,0,0
681,DEBIT,133951,C935021998,189977,274444,C199926988,147330,393345,0,0
624,CASH_OUT,206414,C659741412,361938,454978,C740942859,453814,37739,1,1
354,DEBIT,188729,C620332086,187163,423756,C742144634,529650,380360,0,0
471,DEBIT,208635,C772966010,415769,466246,C942284665,328756,796478,0,0
380,CASH_OUT,187235,C356888294,344120,134011,C448354409,280558,155355,1,0
102,PAYMENT,213593,C394846763,244269,1049,M513646070,274462,69123,1,0
580,PAYMENT,204927,C572309605,209417,264418,M113250637,757071,465718,0,0
11,PAYMENT,237203,C183197117,22228,29072,M413368711,16375,569981,0,0
219,DEBIT,272927,C866162966,264139,129288,C544325176,506399,450587,0,0
367,CASH_OUT,84819,C406798268,26751,258771,C516396603,343782,457391,1,0
364,CASH_OUT,255195,C351785565,183206,280141,C936626463,757553,728962,1,0
228,TRANSFER,141874,C391751878,29717,320692,C190945411,554700,383021,0,0
306,CASH_OUT,231289,C460613550,376826,24918,C878295151,750385,23088,1,0
43,CASH_OUT,145793,C443285529,148112,110234,C700797791,324158,45606,0,0
146,CASH_OUT,179106,C679984033,260933,35109,C360642799,270640,376645,1,0
13,PAYMENT,86494,C186519602,4576,393783,M714137833,53533,273219,0,1
672,CASH_OUT,281887,C248578017,453028,159876,C659531734,569494,623521,1,0
126,TRANSFER,138539,C261953189,384546,449622,C282088279,778810,548795,0,0
360,DEBIT,84917,C348315126,495784,205383,C835852444,139148,231362,0,0
77,DEBIT,287266,C511281012,135311,908,C508807900,371126,77332,0,0
187,CASH_OUT,264240,C845122940,86310,449110,C282001119,303294,14629,0,0
298,CASH_OUT,231891,C264073400,102951,56344,C249078381,776796,193073,1,0
257,PAYMENT,51513,C858511779,486537,270888,M388749542,465996,619266,1,0
180,PAYMENT,251813,C329730155,166465,294065,M423337234,463002,330429,0,0
399,PAYMENT,180209,C168965204,376749,138056,M388199600,372209,342406,0,0
348,TRANSFER,94048,C545461013,372428,335830,C629487801,418161,217872,0,0
128,PAYMENT,60480,C537656494,257320,103235,M256696327,194020,32548,0,0
254,CASH_OUT,32866,C455281184,337523,371215,C167932588,567191,534714,0,0
594,TRANSFER,195989,C682624278,193080,204222,C279537578,107271,154125,1,0
580,PAYMENT,13388,C600282414,189123,244901,M566730092,202929,330600,0,0
143,TRANSFER,104800,C546434187,154030,430665,C396311802,638751,729391,0,0
624,PAYMENT,16662,C166857303,462166,334398,M552155193,664882,656023,0,0
474,CASH_OUT,180174,C322086735,354620,153048,C421856529,666933,567255,1,0
109,CASH_OUT,88880,C994310083,365750,244413,C619939412,393727,200277,0,1
623,DEBIT,286318,C551125671,281608,10652,C940381893,758961,265968,0,0
246,DEBIT,119515,C518197538,37136,485777,C182593686,60067,528658,0,0
691,TRANSFER,205332,C926561919,428990,20719,C487754927,60664,118278,1,0
407,PAYMENT,134579,C727150493,143670,3679,M370260533,694029,177248,0,0
513,CASH_OUT,283107,C846812123,332343,337927,C364774064,27313,206946,1,0
285,DEBIT,226553,C120972273,66133,403273,C874059895,365169,350933,0,0
220,DEBIT,490,C922050912,85283,10638,C771124810,121509,298816,0,0
47,CASH_OUT,286298,C718142807,153817,70729,C632363811,780768,685846,1,0
631,PAYMENT,150923,C508431021,484768,333869,M737594763,158566,349352,0,0
541,PAYMENT,109481,C612153089,103021,162776,M762143074,496464,789417,0,0
281,TRANSFER,114103,C106330865,21274,433858,C309968304,738661,53106,0,0
376,CASH_OUT,265885,C477698143,194405,238161,C591625191,500508,741001,1,0
261,CASH_OUT,50490,C420632895,7032,450180,C214860711,586347,367101,0,0
564,CASH_OUT,195099,C909037759,464535,293129,C245480775,382605,38734,1,0
161,PAYMENT,222528,C518744974,916,393659,M427124037,457183,13869,0,0
538,TRANSFER,29187,C997356828,415333,433654,C107266407,412167,302262,0,0
99,DEBIT,128547,C549920675,238886,378662,C524871030,267825,210995,0,0
497,TRANSFER,145313,C677909930,306369,395032,C456715514,528883,38079,0,0
650,CASH_OUT,190645,C902638839,12076,69837,C765926290,513959,57429,0,0
295,CASH_OUT,226124,C888807316,337261,388938,C507903732,637293,329669,1,0
626,DEBIT,10168,C686405096,433689,368867,C963370520,290375,481875,0,0
683,DEBIT,238019,C958851904,302756,256346,C453842723,542166,37555,0,1
638,TRANSFER,93178,C747737533,367728,360447,C572685761,716549,344199,0,0
126,CASH_OUT,101994,C336801619,392573,288065,C459420281,644691,231944,0,0
580,PAYMENT,164504,C624232414,466152,318531,M562370643,73916,205696,0,0
676,CASH_OUT,225561,C335602191,136313,132773,C975610118,28400,733442,1,0
541,TRANSFER,126318,C393062061,262508,90815,C984264226,446049,317582,0,0
84,TRANSFER,23934,C567975319,384083,496916,C799045497,683835,117639,0,0
227,PAYMENT,58508,C621454127,368350,220533,M738224541,698560,331422,0,0
26,DEBIT,87976,C131165166,441209,411077,C246162540,545061,12442,0,0
367,TRANSFER,156277,C517532243,376460,258414,C422589929,779427,599980,1,0
124,PAYMENT,281604,C460916347,83591,105474,M444311586,218216,777585,0,0
524,PAYMENT,290623,C818197581,244453,85637,M747693166,346300,98026,0,0
279,DEBIT,70409,C829223044,95428,194188,C846564420,25530,494651,0,0
39,CASH_OUT,1566,C956998797,387486,369775,C315662642,695003,56959,0,0
460,DEBIT,29192,C534131719,24435,2016,C614332794,352171,582473,0,0
187,TRANSFER,54886,C877583839,485334,363633,C437351729,318457,481005,0,0
203,CASH_OUT,118554,C277215428,241876,391825,C290736564,406637,421064,0,0
660,CASH_OUT,97052,C601856351,96213,295759,C527606494,792401,392963,0,0
303,DEBIT,190037,C237039296,391479,2460,C442671456,366074,211177,0,0
319,CASH_OUT,96065,C768143326,349937,201610,C412940071,662600,433632,0,0
158,DEBIT,87345,C673510887,191848,243966,C889065340,126206,466548,0,0
616,TRANSFER,53734,C128955006,146109,344087,C846205223,113926,740400,0,0
520,TRANSFER,150634,C523076025,245358,484222,C779573843,98453,392297,1,0
517,DEBIT,282252,C735540030,14274,313588,C627215082,13672,508034,0,0
692,PAYMENT,61460,C706011277,396419,439372,M718345671,378824,409355,0,0
411,PAYMENT,171377,C811890569,438206,352044,M939638591,555623,777725,0,0
610,TRANSFER,72195,C129100607,252356,495707,C360301107,396904,212328,0,0
58,TRANSFER,203914,C190137896,22995,464249,C449917685,727688,672818,0,0
106,PAYMENT,292510,C790147183,45117,195242,M503786306,438055,778263,0,0
134,DEBIT,249502,C560219456,38546,494148,C400969989,441157,244965,0,0
630,DEBIT,295367,C245706210,183011,335576,C976704309,168828,319649,0,0
268,PAYMENT,39320,C595744935,61821,15,M943817764,560414,642469,0,0
581,CASH_OUT,225509,C295130056,117919,312067,C521910884,148269,739906,1,0
659,PAYMENT,271735,C153992714,139596,192949,M491932454,530547,126560,0,0
20,CASH_OUT,259518,C379340713,447150,327407,C222286118,653302,218223,1,0
664,DEBIT,105285,C507059676,305428,295890,C705429879,426141,158516,0,0
559,DEBIT,13040,C451492250,358577,398139,C314533665,109367,236579,0,0
660,DEBIT,268111,C327268503,90135,306468,C735898931,343288,407002,0,0
463,TRANSFER,58147,C588229686,438698,421607,C685864775,155647,215886,0,0
96,PAYMENT,41181,C450948014,481436,169180,M293195372,345123,163118,0,0
452,TRANSFER,112015,C462388455,420331,169573,C831983367,186988,775318,0,0
289,PAYMENT,259690,C917364173,286370,241324,M924223452,270114,400337,0,0
40,PAYMENT,198253,C507083673,419970,265953,M690664472,570179,370266,0,0
233,TRANSFER,212903,C398775766,340459,199416,C128900946,352594,130860,1,0
637,DEBIT,192096,C907464398,143008,311467,C880839406,233670,415019,0,0
420,PAYMENT,113134,C993271900,260123,61836,M595663087,284599,61700,0,0
39,DEBIT,225787,C552651788,443148,163041,C860603328,504869,769483,0,0
227,DEBIT,294250,C370874491,45591,114832,C325108249,739568,793936,0,0
366,DEBIT,298376,C996478772,491966,330080,C570787423,564562,432043,0,0
521,DEBIT,76511,C187946147,269580,300455,C956508307,762301,403036,0,0
12,DEBIT,207402,C604988121,457811,265482,C412814503,241300,792047,0,0
454,CASH_OUT,118096,C120812641,54672,480001,C992582047,627358,165154,0,0
148,TRANSFER,246355,C904258674,128140,234347,C843926219,599181,509142,1,0
396,PAYMENT,185650,C679196799,323560,390820,M174258554,589930,726099,0,0
303,DEBIT,30441,C155926488,499631,381784,C979357576,136343,376149,0,0
329,TRANSFER,262975,C475767056,174588,274915,C954330018,104887,323733,1,0
342,CASH_OUT,60454,C340756713,489847,496381,C953673740,640360,726808,0,0
648,DEBIT,81271,C798086909,360029,127922,C539312437,393236,652595,0,0
5,DEBIT,242137,C173678414,466516,473818,C822604249,650009,244300,0,0
580,TRANSFER,31919,C938842599,234456,132957,C636122747,277533,545422,0,0
508,DEBIT,99183,C799816232,86576,336678,C249442440,34142,213827,0,0
639,PAYMENT,227700,C143226844,351814,141753,M780039397,753511,162650,0,0
154,DEBIT,142257,C909851739,489858,32543,C425164079,753315,289006,0,0
493,CASH_OUT,68211,C133318206,283496,79993,C359868249,428082,495262,0,0
271,DEBIT,266250,C365518424,229767,312051,C371314895,60481,322030,0,0
665,TRANSFER,241456,C314061901,289962,481641,C807233980,583984,374684,1,0
441,PAYMENT,119973,C121882877,115074,70283,M265510032,588829,186571,0,1
664,PAYMENT,5694,C767154083,275170,145871,M867979226,730806,206823,0,0
160,DEBIT,123845,C263619298,228953,38665,C554330180,297625,193201,0,0
406,DEBIT,290111,C356135680,59155,53365,C947264726,570954,119233,0,0
267,DEBIT,295785,C235528741,317525,163947,C504790811,453885,65555,0,0
526,DEBIT,29026,C608482316,430795,141758,C179419456,468304,443108,0,0
379,TRANSFER,157641,C818825964,67850,256349,C582181718,586532,148079,0,0
168,DEBIT,161249,C222824732,442611,283568,C742026586,611530,261041,0,0
440,DEBIT,283453,C705557720,412636,111126,C614574336,234631,503122,0,0
257,TRANSFER,82118,C334037646,384784,265954,C725179752,415660,291922,0,0
508,PAYMENT,243422,C599326438,488783,362205,M530361198,629600,573570,0,0
367,DEBIT,148569,C851044796,98662,373690,C673772626,399605,312773,0,0
261,TRANSFER,140499,C375139575,24544,297019,C643971182,476728,234618,0,0
302,TRANSFER,222443,C923450567,29430,120623,C842716738,351771,527947,0,0
691,DEBIT,234418,C496098177,264019,284293,C549146950,24220,743894,0,0
8,TRANSFER,227644,C280162221,477632,495655,C683734594,699400,344994,1,0
386,PAYMENT,107457,C750572325,61260,444165,M139476288,121449,548407,0,0
231,PAYMENT,160676,C752027025,348249,225295,M949030118,422227,41559,0,0
297,TRANSFER,283273,C903079055,487335,101799,C486041850,626517,164772,1,0
247,TRANSFER,249837,C871330207,197127,98938,C853374076,794686,516641,1,0
592,CASH_OUT,199315,C222978730,145152,286422,C972197233,429767,268159,1,0
320,CASH_OUT,213582,C935147672,84193,33717,C676498415,791352,504316,0,0
192,DEBIT,263317,C979717936,359792,457948,C737609304,272530,528258,0,0
365,TRANSFER,256423,C275842194,48926,457864,C785240944,204739,223989,0,0
377,CASH_OUT,160306,C433975497,167610,164762,C191248659,3098,16490,1,0
428,TRANSFER,249919,C216070149,462122,238117,C217434526,48582,30716,1,0
531,PAYMENT,11450,C721358005,386688,466103,M925658123,644467,485315,0,0
217,PAYMENT,243559,C127571992,282533,21381,M366535973,779685,586749,0,0
561,DEBIT,120911,C434961542,5947,67764,C806094391,400036,485081,0,0
601,DEBIT,26001,C718257024,141932,214418,C813709631,778610,428535,0,0
156,TRANSFER,181423,C827296111,483075,112909,C481187819,633801,523566,1,0
39,DEBIT,72673,C502982778,375463,98385,C278604592,706584,646592,0,0
485,PAYMENT,232169,C525904456,396172,150494,M794710793,146297,331679,0,0
554,DEBIT,152217,C867741192,329704,81462,C757857890,79794,36368,0,0
388,DEBIT,54295,C312954978,419924,120118,C147563208,773408,4522,0,1
677,TRANSFER,71142,C181600593,338493,73601,C704753177,402854,609525,0,0
393,CASH_OUT,77697,C735760237,242556,230517,C792596980,102071,511517,0,0
124,DEBIT,214268,C841541582,360055,205338,C827429909,201464,783577,0,0
216,DEBIT,39551,C991819497,101999,246160,C794435663,782328,315596,0,0
19,DEBIT,221034,C773496394,130381,108007,C529086280,380665,405519,0,0
409,TRANSFER,234878,C360757540,173805,64377,C908186980,740537,708074,1,0
275,PAYMENT,234947,C209415691,417938,124786,M456049246,363133,758921,0,0
658,DEBIT,133158,C848605284,142181,212628,C954946593,400498,635552,0,0
273,DEBIT,87462,C929445037,291909,44308,C562198122,765127,542834,0,0
670,DEBIT,39141,C423821937,207925,340022,C213757100,536498,467601,1,0
161,CASH_OUT,281026,C834717549,91228,424466,C111325589,312809,225962,0,0
507,DEBIT,121170,C744687060,335787,316782,C205877984,507099,312601,0,0
401,DEBIT,58919,C964929067,266129,82001,C377818215,119277,44588,0,0
427,DEBIT,141102,C229981882,397099,425840,C338371847,743472,488963,0,0
422,CASH_OUT,39653,C954942461,420628,206598,C648334433,263552,151521,0,0
149,DEBIT,271323,C707665448,95852,4694,C901927335,641447,462833,0,0
490,CASH_OUT,264180,C940348305,275000,495339,C657054862,562781,56539,1,0
632,PAYMENT,78963,C144097647,254289,23259,M699140867,546848,334943,0,0
222,PAYMENT,59264,C472807202,178168,231832,M723326773,681182,10934,1,0
691,PAYMENT,238640,C672030854,26708,227561,M838374035,618470,383276,0,0
288,CASH_OUT,146345,C559967386,416460,305415,C717654311,645452,176225,0,0
393,PAYMENT,247767,C810303128,442726,455605,M337331022,659789,66846,0,0
564,TRANSFER,154056,C497897455,6475,379346,C578651079,670534,122388,0,0
605,TRANSFER,91025,C174041730,483791,185102,C501707828,10002,485780,0,0
562,PAYMENT,157799,C643271261,79472,497721,M519977113,247688,519751,0,0
485,TRANSFER,89946,C795294275,465370,445792,C597210335,313678,212810,0,0
507,TRANSFER,143129,C466394187,441144,18740,C929296154,355143,338781,0,0
293,TRANSFER,74331,C113585139,266656,303479,C829667145,566464,206068,0,0
210,DEBIT,207540,C551034639,498214,189340,C731993655,600988,63560,0,0
145,TRANSFER,153048,C982971099,468032,156215,C841351411,727591,304661,1,0
450,CASH_OUT,146802,C626350075,136984,337844,C637371044,269182,231360,0,0
19,DEBIT,180065,C213321496,343125,372107,C261861139,475388,705966,0,1
640,DEBIT,122135,C565492204,37310,480078,C470405910,73079,229176,0,0
365,PAYMENT,152149,C488896443,210494,61032,M126373949,605950,618519,0,0
532,DEBIT,109128,C782454310,328468,309794,C618371508,464736,256196,0,0
640,TRANSFER,85266,C989817696,455651,218816,C212259020,526761,406906,0,0
3,PAYMENT,189618,C593641365,451636,17718,M417217932,196437,648490,0,0
653,TRANSFER,243788,C859466878,224872,467002,C546650213,29756,400662,1,0
546,DEBIT,175424,C264272995,209870,373850,C192185888,203729,413113,0,0
53,CASH_OUT,297615,C567600762,146903,36303,C224628497,613337,699268,1,0
435,DEBIT,135995,C289125618,357188,291946,C992620629,101096,631475,0,0
103,DEBIT,191580,C887906704,248430,206132,C883993370,706465,177587,0,0
199,TRANSFER,277442,C660221300,173101,248924,C252122560,558692,730002,1,0
570,PAYMENT,120717,C798423334,195543,242802,M474015041,398722,675004,0,0
178,PAYMENT,78522,C389998761,238972,399263,M434889710,771687,41770,0,0
386,DEBIT,23165,C761330848,267439,337864,C468365044,788049,521358,0,0
566,DEBIT,227205,C967797300,117450,87945,C588909690,43262,368121,0,0
316,TRANSFER,162107,C677858758,176637,16427,C942103498,280759,754899,1,0
362,PAYMENT,55043,C931764920,373221,316304,M322122096,248751,381767,0,0
203,TRANSFER,28733,C619151495,13877,398708,C659542785,574310,178066,0,0
210,CASH_OUT,20287,C599154414,379989,304604,C618537844,700416,490492,0,0
320,CASH_OUT,33066,C567694547,206749,81147,C473984594,494775,54459,0,0
310,PAYMENT,209187,C986625773,291689,213092,M611275626,431613,782307,0,0
513,PAYMENT,5309,C884933416,479069,281035,M204821934,190732,588345,0,0
400,CASH_OUT,48137,C736164778,354060,34986,C570477095,494132,316131,0,0
364,DEBIT,164152,C388187517,14481,491112,C875235090,238198,302508,0,0
59,DEBIT,250563,C446071904,334402,446799,C848143863,582678,324329,0,0
652,PAYMENT,209224,C363598427,245456,10956,M585811477,539353,300877,0,1
659,DEBIT,296313,C991990632,361756,294458,C442426442,644566,360823,0,0
501,DEBIT,171449,C193053577,102153,266890,C172127903,146444,115278,0,0
537,DEBIT,246456,C399496923,252313,191196,C422406106,505920,612866,0,0
559,CASH_OUT,95410,C584044963,488409,415162,C147978060,543647,65214,1,1
218,CASH_OUT,144591,C361846370,90570,231853,C969930526,623944,38237,0,0
177,TRANSFER,174231,C905817775,169251,181593,C863193132,165368,285201,1,0
157,DEBIT,173715,C598976917,110777,156640,C223571865,195346,466725,0,0
375,PAYMENT,187744,C711871397,164486,167364,M124250578,108269,272196,0,1
564,PAYMENT,291727,C755338677,262530,177171,M468377143,601305,413926,0,0
456,TRANSFER,191403,C817461907,16911,240644,C795752405,419389,416790,0,0
519,TRANSFER,191924,C506936666,73551,159562,C217427280,585233,328648,0,0
58,TRANSFER,112413,C461203124,170231,195543,C827072823,522117,178810,0,0
403,PAYMENT,291953,C130816384,204335,179884,M959047280,278496,1010,0,0
183,PAYMENT,32330,C630757561,4677,179889,M276473863,427894,491029,0,0
618,TRANSFER,154707,C448981305,150214,10204,C895094534,80294,23560,1,0
291,DEBIT,219157,C295249057,288999,374612,C361899532,320161,684732,0,0
374,DEBIT,179836,C623502759,130334,233982,C654044237,207358,40565,0,0
446,DEBIT,288237,C327761953,420804,363890,C287317728,693578,689331,0,0
488,CASH_OUT,178230,C480990401,192214,86839,C692609167,347614,569677,1,0
304,TRANSFER,84463,C956665975,238755,214601,C271944408,758912,560076,0,1
476,DEBIT,123869,C377403790,26613,491513,C455397438,740126,197935,0,1
466,CASH_OUT,80528,C465436049,128027,281039,C701133236,259291,505002,0,0
221,TRANSFER,43581,C400281010,431989,480106,C557810637,71301,300660,0,0
177,TRANSFER,8414,C740116562,236502,27690,C596126873,27426,695089,0,0
218,DEBIT,99419,C852890318,403366,63138,C348952994,653524,163878,0,0
420,TRANSFER,263651,C396641124,461212,197118,C956583753,13698,489922,1,0
653,CASH_OUT,10837,C696776072,488601,226137,C534916368,500252,533893,0,0
648,CASH_OUT,199010,C110899674,315980,287181,C776199993,342112,66686,1,0
638,PAYMENT,11669,C654724287,44484,431812,M298053584,347591,331253,0,0
47,PAYMENT,230736,C305145276,321020,30531,M300131434,181350,764291,0,0
144,TRANSFER,172957,C191926217,389715,491422,C787708952,16488,213065,1,0
396,TRANSFER,121735,C359154084,71309,32844,C805778992,683429,376244,0,0
469,TRANSFER,315,C873174285,148348,117116,C564000836,247145,619902,0,0
692,PAYMENT,23390,C536398872,86928,419855,M524753348,738006,460662,0,0
499,PAYMENT,84798,C624606470,147478,271452,M131344962,500228,420141,0,0
254,TRANSFER,178938,C696115913,253890,396281,C891764728,137039,682550,1,0
172,CASH_OUT,258071,C914073098,227402,402652,C759392301,581575,139771,1,0
191,CASH_OUT,59322,C358045858,44645,229707,C311875497,420114,139830,0,0
65,CASH_OUT,174,C841536135,378769,218811,C582727494,411998,601380,0,0
95,CASH_OUT,240717,C611201082,82912,127378,C735873300,582992,179815,0,0
126,CASH_OUT,255593,C793532952,255792,417165,C561228852,290534,573367,1,0
465,PAYMENT,31773,C864334960,466705,151174,M517509245,50021,719935,0,0
688,DEBIT,217382,C627015393,476899,467726,C104778194,687100,87844,0,0
575,PAYMENT,236142,C581223755,241382,456566,M856704108,336433,625070,0,0
510,DEBIT,233412,C951405188,241084,215530,C330635563,424018,125812,0,1
22,DEBIT,120343,C118514813,99862,65018,C320959407,591881,470547,1,0
128,PAYMENT,32869,C199915275,303113,79400,M398870482,650060,471529,0,0
602,PAYMENT,144358,C415933049,248292,216311,M907803348,123482,660773,0,0
524,PAYMENT,2737,C337937327,131832,210192,M855656265,393920,451392,0,0
330,DEBIT,155766,C534222401,262199,292021,C968366997,88757,37117,0,1
344,PAYMENT,289919,C842800803,117517,300065,M954707142,787718,781570,0,0
294,DEBIT,43956,C361246928,174124,39767,C167177312,292527,201657,0,0
285,TRANSFER,158372,C428786222,117928,228495,C719922596,537488,187381,1,0
239,DEBIT,18657,C812921644,161855,7971,C209255425,419230,660980,0,0
226,PAYMENT,165737,C724440558,340068,218417,M958459117,705255,567383,0,0
94,CASH_OUT,131104,C496232693,104085,313514,C676480186,527561,334348,0,0
3,DEBIT,32432,C608159580,210481,55547,C300746596,111119,668465,0,0
594,PAYMENT,3643,C694287057,414684,466467,M492767278,394833,5704,0,1
188,PAYMENT,293661,C670073085,343243,495580,M450023635,561465,791747,0,1
1,DEBIT,17032,C469106688,265033,182873,C311606895,328042,394079,0,0
613,CASH_OUT,265328,C556881239,18706,488633,C591291025,784429,278429,0,0
216,DEBIT,99585,C900942073,337747,6277,C222358216,249220,596122,0,0
42,TRANSFER,150744,C690975123,466274,219162,C381699808,222322,110091,1,0
227,TRANSFER,206824,C455184454,469497,206553,C820160169,711182,597446,1,0
436,DEBIT,43823,C477753674,316855,85615,C625579419,66912,507726,0,0
137,PAYMENT,42237,C854684750,275419,324940,M666629680,16040,688916,0,0
398,CASH_OUT,52103,C587205269,476102,135486,C786237617,138691,8724,0,0
133,CASH_OUT,8820,C390894296,337931,140721,C436515102,264531,285199,0,0
133,TRANSFER,115019,C429233929,331450,113528,C740992546,224997,505655,0,0
70,CASH_OUT,289485,C369942642,323671,383363,C517298229,149748,63969,1,0
470,TRANSFER,77611,C347538338,315315,226812,C756387421,625412,469045,0,1
322,PAYMENT,228972,C229553265,33351,70825,M521490916,605984,281872,0,0
350,CASH_OUT,112213,C874473159,132232,108806,C730291513,298388,253130,0,0
483,PAYMENT,290280,C306785808,289194,409579,M222655758,695136,409991,0,0
146,PAYMENT,122102,C438817025,61480,448247,M473581239,56680,597083,0,0
491,TRANSFER,107192,C228370927,251942,52802,C477940931,123844,325112,0,0
239,PAYMENT,19123,C897662466,416512,138355,M591624059,635181,480702,0,0
374,DEBIT,106180,C675379544,64373,449443,C762888128,14425,160787,0,0
637,CASH_OUT,228606,C918394863,18847,403132,C285250002,767441,195392,0,0
11,PAYMENT,40970,C841057474,378522,85779,M973744799,671844,116905,0,0
309,PAYMENT,113876,C298803134,401752,165334,M823260532,34512,182997,0,0
685,PAYMENT,265760,C305665554,97243,392653,M858049231,404364,395668,0,0
330,DEBIT,280544,C332341238,32583,141609,C959652076,168769,525418,0,0
10,DEBIT,99864,C893070706,47850,145476,C419378952,35572,127574,0,0
175,PAYMENT,293413,C619904272,407124,120035,M759797724,94266,565168,0,0
310,PAYMENT,102426,C396889215,342762,484405,M733688460,211087,283650,0,0
359,CASH_OUT,35809,C878017216,168678,116251,C191001735,10712,507966,0,0
42,TRANSFER,232368,C733064117,37271,59030,C821672704,393399,334132,0,0
83,PAYMENT,253708,C916267011,295966,493769,M243825321,132672,99341,0,0
89,PAYMENT,164096,C663324548,250319,300159,M436280635,17175,294887,0,0
586,TRANSFER,89426,C740799178,55479,446021,C226552991,414927,657960,0,0
104,DEBIT,151838,C403867539,277354,166415,C356165519,168767,505626,0,0
